Recipe Name;Review Count;Recipe Photo;Author;Prepare Time;Cook Time;Total Time;Ingredients;Directions;RecipeID
Fried Chicken with Creamy Gravy Recipe ;534;https://images.media-allrecipes.com/userphotos/560x315/393400.jpg;Gina;25 m;30 m;55 m;milk,egg,flour,garlic,paprika,black pepper,poultry,chicken,vegetable oil,chicken broth,milk;In a medium bowl, beat together 1/2 cup milk and egg. In a resealable plastic bag, mix together the flour, garlic salt, paprika, pepper and poultry seasoning. Place chicken in bag, seal, and shake to coat. Dip chicken in milk and egg mixture, then once more in flour mixture. Reserve any remaining flour mixture.**In a large skillet, heat oil to 365 degrees F (185 degrees C). Place coated chicken in the hot oil, and brown on all sides. Reduce heat to medium-low, and continue cooking chicken until tender, about 30 minutes. Remove chicken from skillet, and drain on paper towels.**Discard all but 2 tablespoons of the frying oil. Over low heat, stir in 2 tablespoons of the reserved flour mixture. Stirring constantly, cook about 2 minutes. Whisk in chicken stock, scraping browned bits off bottom of skillet. Stir in 1 cup milk, and bring all to a boil over high heat, stirring constantly. Reduce heat to low, and simmer for about 5 minutes. Serve immediately with the chicken.**;15375
Incredible Chicken Recipe ;177;https://images.media-allrecipes.com/userphotos/560x315/4478778.jpg;Anonymous;X;X;X;chicken,garlic,brown sugar;Preheat oven to 375 degrees F (190 degrees C).**Arrange chicken skin side up in a lightly greased 9x13 inch baking dish. Season with garlic salt to taste. Then sprinkle with brown sugar and bake in the preheated oven for 1 hour. If chicken appears to be browning too much and getting dry, cover with foil for the last 15 to 20 minutes of baking.**;15395
Cinnamon Coffee Cake II Recipe ;731;https://images.media-allrecipes.com/userphotos/560x315/5854009.jpg;Janis Woods;X;X;X;cake,vanilla,butter,egg,water,vegetable oil,brown sugar,cinnamon,walnut;Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking pan, or a 10 inch Bundt cake pan.**In a medium bowl, stir together the cake mix, vanilla pudding mix, and butterscotch pudding mix. Add the eggs, oil and water, mix until well blended. In another bowl, stir together the brown sugar, cinnamon and nuts. Pour half of the batter into the pan, spread evenly. Sprinkle with half of the nut mixture. Cover with the rest of the batter, and sprinkle with the rest of the nut mixture.**Bake for 20 minutes in the preheated oven, then turn the oven down to 325 degrees F (165 degrees C) and bake for an additional 35 to 40 minutes.**;15399
Fruit Dip I Recipe ;144;https://images.media-allrecipes.com/userphotos/250x250/82805.jpg;J Edin;5 m;X;5 m;cream cheese,marshmallow;Using an electric mixer, beat the cream cheese until smooth. Add marshmallow creme and blend the mixture until smooth. Enjoy!**;15420
Cheesecake Topped Brownies Recipe ;338;https://images.media-allrecipes.com/userphotos/560x315/4720.jpg;freedom39;20 m;45 m;1 h 5 m;brownie,cream cheese,butter,cornstarch,milk,egg,vanilla,chocolate;Preheat oven 350 degrees F (175 degrees C). Grease a 9x13 inch baking pan.**Prepare brownie mix according to the directions on the package. Spread into prepared baking pan.**In a medium bowl, beat cream cheese, butter and cornstarch until fluffy. Gradually beat in sweetened condensed milk, egg and vanilla until smooth. Pour cream cheese mixture evenly over brownie batter.**Bake in preheated oven for 45 minutes, or until top is lightly browned. Allow to cool, spread with frosting, and cut into bars. Store covered in refrigerator, or freeze in a single layer for up to 2 weeks.**;15424
Roast Chicken with Rosemary Recipe ;595;https://images.media-allrecipes.com/userphotos/560x315/409990.jpg;LILQUIZ;10 m;2 h;2 h 10 m;chicken,pepper,onion,rosemary;Preheat oven to 350 degrees F (175 degrees C).**Season chicken with salt and pepper to taste. Stuff with the onion and rosemary. Place chicken in a 9x13 inch baking dish or roasting dish.**Roast in the preheated oven for 2 to 2 1/2 hours, or until chicken is cooked through and juices run clear. Cooking time will vary a bit depending on the size of the bird.**;15427
Angel Food Cake III Recipe ;360;https://images.media-allrecipes.com/userphotos/250x250/165639.jpg;Krissyp;30 m;45 m;1 h 15 m;flour,white sugar,egg,vanilla,cream,salt;Preheat the oven to 375 degrees F (190 degrees C). Be sure that your 10 inch tube pan is clean and dry. Any amount of oil or residue could deflate the egg whites. Sift together the flour, and 3/4 cup of the sugar, set aside.**In a large bowl, whip the egg whites along with the vanilla, cream of tartar and salt, to medium stiff peaks. Gradually add the remaining sugar while continuing to whip to stiff peaks. When the egg white mixture has reached its maximum volume, fold in the sifted ingredients gradually, one third at a time. Do not overmix. Put the batter into the tube pan.**Bake for 40 to 45 minutes in the preheated oven, until the cake springs back when touched. Balance the tube pan upside down on the top of a bottle, to prevent decompression while cooling. When cool, run a knife around the edge of the pan and invert onto a plate.**;15432
Garlic Cheese Chicken Rollups Recipe ;403;https://images.media-allrecipes.com/userphotos/560x315/37956.jpg;Wendy Neff;X;X;X;chicken,bread,parmesan,butter,cheese;Preheat oven to 350 degrees F (175 degrees C).**Pound chicken breasts until thinned out. In a shallow dish or bowl mix together bread crumbs and cheese. Dip one side of each breast into melted butter or margarine, then into crumb/cheese mixture. Place a dollop of cheese spread at one end of each chicken breast, on the side of the breast not dipped in the mixture. Roll up each breast and secure with toothpicks.**Place rollups in a lightly greased 9x13 inch baking dish and drizzle any remaining butter or margarine over all. Bake in the preheated oven for 35 to 40 minutes, or until cooked through and juices run clear.**;15448
Swedish Meatballs I Recipe ;385;https://images.media-allrecipes.com/userphotos/560x315/327598.jpg;Jessica;25 m;1 h;1 h 25 m;egg,milk,ground beef,cereal,onion,chicken,mushroom,milk,parsley;Preheat oven to 350 degrees F (175 degrees C).**In a large bowl, whisk together the egg and the milk. Add the beef, cream of wheat and onion and mix well. Shape into 1 inch balls. Place balls on a lightly greased baking sheet.**Bake at 350 degrees F (175 degrees C) for about 20 minutes.**Drain meatballs on paper towels, if needed. Then place meatballs in a lightly greased 2 quart casserole dish. In a separate medium bowl, combine the soups with the evaporated milk, stirring until smooth. Pour over the meatballs.**Bake uncovered at 350 degrees F (175 degrees C) for another 40 minutes. Sprinkle with parsley before serving.**;15449
Easy Pizza Sauce II Recipe ;142;https://images.media-allrecipes.com/userphotos/560x315/975040.jpg;MELHARVEY;X;X;X;tomato sauce,garlic,oregano,basil;In a medium bowl, combine tomato sauce, garlic, oregano and basil and mix all  together. Spread mixture over pizza crust, if desired.**;15454
Peanut Butter Chip Chocolate Cookies Recipe ;500;https://images.media-allrecipes.com/userphotos/560x315/714319.jpg;Michelle Laverdiere;X;X;X;butter,white sugar,egg,vanilla,flour,cocoa powder,baking soda,salt,peanut butter;'Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.**In a medium bowl, cream together the butter and sugar. Stir in the eggs and vanilla. Combine the flour, cocoa, baking soda and salt, stir into the creamed mixture. Finally, fold in the peanut butter chips. Drop cookies by heaping teaspoonfuls onto the prepared cookie sheets.;15469
White Chocolate Chip Oatmeal Cookies Recipe ;627;https://images.media-allrecipes.com/userphotos/560x315/6086.jpg;julie;X;X;X;butter,brown sugar,white sugar,egg,vanilla,flour,baking powder,baking soda,salt,oat,chocolate,pecan;Preheat oven to 350 degrees F (175 degrees C). Lightly grease cookie sheets.**In a medium bowl, cream together the butter, brown sugar and white sugar until smooth. Stir in the egg and vanilla. Sift together the flour, baking powder, baking soda and salt, stir into the creamed mixture. Finally, stir in the rolled oats, white chocolate chips and pecans. Drop by tablespoons onto the prepared cookie sheets.**Bake for 10 to 12 minutes in the preheated oven. Remove from baking sheets to cool on wire racks.**;15482
Mediterranean Chicken Recipe ;342;https://images.media-allrecipes.com/userphotos/560x315/859251.jpg;Robyn Webb;X;X;X;olive,white wine,chicken,garlic,onion,tomato,white wine,thyme,basil,olive,parsley,pepper;Heat the oil and 2 tablespoons white wine in a large skillet over medium heat. Add chicken and saute about 4 to 6 minutes each side, until golden. Remove chicken from skillet and set aside.**Saute garlic in pan drippings for 30 seconds, then add onion and saute for 3 minutes. Add tomatoes and bring to a boil. Lower heat, add 1/2 cup white wine and simmer for 10 minutes. Add thyme and basil and simmer for 5 more minutes.**Return chicken to skillet and cover. Cook over low heat until the chicken is cooked through and no longer pink inside. Add olives and parsley to the skillet and cook for 1 minute. Season with salt and pepper to taste and serve.**;15486
White Chocolate Macadamia Nut Cookies IV Recipe ;518;https://images.media-allrecipes.com/userphotos/250x250/69884.jpg;MAUREENBURR;15 m;8 m;23 m;butter,white sugar,egg,vanilla,flour,baking soda,salt,chocolate,macadamia nut;Preheat oven to 375 degrees F (190 degrees C).**In a medium bowl, cream together the butter and sugar. Stir in the egg and vanilla. Combine the flour, baking soda and salt, stir into the creamed mixture. Finally, stir in the white chocolate and nuts. Drop cookies by heaping teaspoonfuls onto an ungreased cookie sheet, about 2 inches apart.**Bake for 8 to 10 minutes in the preheated oven, until lightly browned. Cool on wire racks. When cool, store in an airtight container.**;15489
Cinnamon Sugar Biscotti Recipe ;201;https://images.media-allrecipes.com/userphotos/560x315/4619960.jpg;SARA LEE;X;X;X;flour,cinnamon,baking powder,salt,white sugar,butter,egg,egg,vanilla,egg,white sugar,cinnamon;Preheat oven to 325 degrees F (165 degrees C). Line baking sheets with parchment paper.**Sift together the flour, 1 1/2 teaspoon cinnamon, baking powder and salt, set aside. In a medium bowl, cream together the 2/3 cup sugar and butter. Beat in 1 egg, egg yolk and vanilla. Stir in the dry ingredients.**On a lightly floured surface, divide dough into  two pieces. Roll each piece into a log about 9 inches long and 1 1/2 inches wide. Place logs on the prepared baking sheet and flatten slightly. Brush with the beaten egg.**Bake for 25 to 30 minutes in the preheated oven, until golden and firm to the touch. Cool for 15 minutes.**On a cutting board, slice each log crosswise at a diagonal into 1/2 inch slices, using a serrated knife. Place back on the baking sheet, cut side down, and sprinkle with a mixture of the remaining cinnamon and sugar. Return to the oven for an additional 15 to 20 minutes, until toasted. Cool on wire racks, and store in an airtight container.**;15504
Proper English Cottage Pie Recipe ;285;https://images.media-allrecipes.com/userphotos/560x315/4566521.jpg;Caroline;X;X;X;ground beef,onion,carrot,flour,cinnamon,italian seasoning,parsley,beef,tomato,pepper,potato,butter,milk,pepper,cheddar;Preheat oven to 400 degrees F (200 degrees C).**To Make Meat Filling: Place a large skillet over medium heat. Crumble in ground beef and saute 1 minute. Add onion and carrot, then continue to saute until meat is no longer pink and onion begins to brown, about 5 minutes. Mix in flour, cinnamon, mixed herbs, and parsley.**In a small bowl, combine beef broth and tomato paste. Mix together, then add to beef mixture. Add salt and pepper to taste. Lower heat and simmer mixture for 15 minutes, stirring occasionally, until almost all of liquid has been absorbed. Spoon mixture into a 9 inch pie plate.**To Make Potato Topping: Place diced potatoes in a medium saucepan. Cover with water and place over high heat. Allow to come to a boil. Boil for 15 minutes, or until potatoes are tender. Drain.**Mash potatoes until smooth, then add butter or margarine, followed by milk. Whip until fluffy. Add salt and pepper to taste. Spread potatoes over beef filling. Sprinkle with grated Cheddar cheese.**Bake in preheated oven for 25 minutes, until top is browned and cheese is bubbly.**;15509
Simply Parmesan Chicken Recipe ;309;https://images.media-allrecipes.com/userphotos/250x250/176825.jpg;Jenny;10 m;35 m;45 m;bread,parmesan,italian seasoning,egg,chicken;Preheat oven to 350 degrees F (175 degrees C).**In a medium bowl mix together the bread crumbs, Italian seasoning and Parmesan cheese. Dip chicken breasts in egg, then in bread crumb mixture to coat. Place coated chicken in a 9x13 inch baking dish.**Bake in the preheated oven for 30 to 35 minutes or until juices run clear, turning over chicken 5 minutes before removing from oven.**;15523
Mexican Wedding Cookies Recipe ;220;https://images.media-allrecipes.com/userphotos/560x315/885601.jpg;Bernie;X;X;X;butter,white sugar,vanilla,water,flour,almond,sugar;'In a medium bowl, cream the butter and sugar. Stir in vanilla and water. Add the flour and almonds, mix until blended. Cover and chill for 3 hours.**Preheat oven to 325 degrees.**Shape dough into balls or crescents. Place on an unprepared cookie sheet and bake for 15 to 20 minutes in the preheated oven. Remove from pan to cool on wire racks. When cookies are cool, roll in confectioners'' sugar. Store at room temperature in an airtight container.**';15542
Fabulous Football Dip Recipe ;163;https://images.media-allrecipes.com/userphotos/560x315/577101.jpg;Eric Hallett;2 m;15 m;17 m;sausage,chile pepper,cream cheese;In a large skillet, cook sausage over a medium heat until it is browned and cooked through.**Mix tomatoes and cream cheese into the skillet. Stir and continue cooking the mixture over a medium heat until the cheese has melted.**;15549
Sweet and Sour Meatballs Recipe ;250;https://images.media-allrecipes.com/userphotos/560x315/242199.jpg;Tammy Moore;20 m;1 h 30 m;1 h 50 m;chile,lemon juice,grape,ground beef,egg,onion,salt;Whisk together the chili sauce, lemon juice and grape jelly. Pour into slow cooker and simmer over low heat until warm.**Combine ground beef, egg, onion and salt. Mix well and form into 1 inch balls. Add to sauce and simmer for 1 1/2 hours.**;15551
Chicken Tortilla Soup III Recipe ;308;https://images.media-allrecipes.com/userphotos/560x315/1795269.jpg;Julie;X;X;X;garlic,onion,margarine,flour,chicken broth,4 cups half-and-half,chicken,salsa,cream,chicken,cumin,1 (1.27 ounce) packet dry fajita seasoning,cilantro,tortillas,monterey jack;In a large pot over medium heat, saute the garlic and onion in the butter or margarine for 5 minutes. Add flour and stir well, cooking for 1 minute more. Add the broth and half-and-half. Bring to a boil and reduce heat to low.**Add the soup, salsa, corn, chicken, cumin, fajita seasoning and 2 tablespoons cilantro. Stir and continue to heat for 15 minutes. Crumble tortilla chips into individual bowls, add 1/2 ounce shredded cheese to each bowl and ladle in soup. Top each bowl with more crumbled chips, remaining 1/2 ounce cheese and remaining 1 tablespoon cilantro, and serve.**;15553
Black Beans and Rice Recipe ;844;https://images.media-allrecipes.com/userphotos/560x315/2119665.jpg;Robyn Webb;5 m;25 m;30 m;olive,onion,garlic,rice,low sodium,cumin,pepper,bean;In a stockpot over medium-high heat, heat the oil. Add the onion and garlic and saute for 4 minutes. Add the rice and saute for 2 minutes.**Add the vegetable broth, bring to a boil, cover and lower the heat and cook for 20 minutes. Add the spices and black beans.**;15559
'Amy''s Chocolate Chip Cookies Recipe ';211;https://images.media-allrecipes.com/userphotos/560x315/6082036.jpg;Bonnie;5 m;10 m;15 m;flour,baking soda,margarine,white sugar,brown sugar,vanilla,vanilla,egg,chocolate;Preheat oven to 375 degrees F (190 degrees C).**In a medium-sized mixing bowl, combine flour and baking soda. Set aside. In another large mixing bowl, combine butter, white sugar, brown sugar, vanilla, and pudding mix. Beat until smooth and creamy. Beat in eggs. Gradually stir in flour mixture. Stir in chocolate chips.**Drop batter by heaping teaspoonfuls, about 2 inches apart, onto an ungreased cookie sheet. Bake for 9 to 9 1/2 minutes, or until browned.**;15581
Scotcharoos  Recipe ;271;https://images.media-allrecipes.com/userphotos/560x315/811492.jpg;WALLEYE;15 m;15 m;1 h 30 m;corn syrup,white sugar,peanut butter,cereal,chocolate,butter;Generously butter a 9x13 inch baking pan. Set aside.**In a large pot, mix together corn syrup, sugar, and peanut butter. Cook over medium heat, stirring until peanut butter melts. Bring mixture to a boil. Remove from heat, and stir in crisp rice cereal.**Transfer mixture into a well buttered 9x13 inch pan.  With your hands well buttered, pat it down into pan.**In a medium saucepan, over medium low heat, melt chocolate chips and butterscotch chips until smooth. Spread over top of bars and let bars cool. Cut into squares.**;15585
Banana Cream Pie III Recipe ;360;https://images.media-allrecipes.com/userphotos/560x315/804690.jpg;Angie;10 m;X;3 h 10 m;bake,banana,milk,vanilla,topping thawed;Slice 2 of the bananas and arrange in bottom of baked and cooled pastry shell.**Pour cold milk into a medium bowl. Add pudding mix and whisk until thoroughly combined. Fold in 1/2 cup of the whipped topping. Pour into pastry shell.**Chill at least 3 hours before serving. Garnish with remaining whipped topping and slices of the remaining banana.**;15603
Mild Cheesy Chicken Enchiladas Recipe ;244;https://images.media-allrecipes.com/userphotos/560x315/418239.jpg;Barbara;30 m;30 m;1 h;chicken,onion,cheddar,sour cream,tortillas,tomato,olive;Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.**In a medium bowl, mix the chicken, onion, 1 cup Cheddar cheese, and 3/4 cup sour cream. Disperse the mixture evenly among the 8 tortillas. Roll into enchiladas, and arrange in single layer in the prepared baking dish.**In a saucepan over low heat, melt together the remaining Cheddar cheese and sour cream. Pour over the enchiladas, and top with tomatoes and olives.**Bake in the preheated oven for 20 to 30 minutes, or until hot and bubbly. Garnish with tomatoes and olives.**;15604
Gourmet Sweet Potato Classic Recipe ;1k;https://images.media-allrecipes.com/userphotos/560x315/303240.jpg;Heather;20 m;1 h 5 m;1 h 25 m;potato,salt,butter,egg,vanilla,cinnamon,white sugar,cream,butter,flour,brown sugar,pecan;Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.**Bake sweet potatoes 35 minutes in the preheated oven, or until they begin to soften. Cool slightly, peel, and mash.**In a large bowl, mix the mashed sweet potatoes, salt, 1/4 cup butter, eggs, vanilla extract, cinnamon, sugar, and heavy cream. Transfer to the prepared baking dish.**In a medium bowl, combine 1/4 cup butter, flour, brown sugar, and chopped pecans. Mix with a pastry blender or your fingers to the consistency of course meal. Sprinkle over the sweet potato mixture.**Bake 30 minutes in the preheated oven, until topping is crisp and lightly browned.**;15633
Graham Streusel Coffee Cake Recipe ;126;https://images.media-allrecipes.com/userphotos/560x315/735927.jpg;Judy Blum Ryan;X;X;X;ham,walnut,brown sugar,cinnamon,butter,cake,water,vegetable oil,egg,sugar,vanilla,butter;Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch pan. Make the streusel: In a medium bowl, combine the graham cracker crumbs, nuts, brown sugar and cinnamon. Stir in the melted butter. Set aside.**In a large mixing bowl, combine the cake mix, water, oil, and eggs. Beat on low speed with an electric mixer just until moistened. Beat on medium speed for 2 minutes longer. Spread 1/2 of the batter into a greased 9x13 inch pan. Sprinkle on 1/2 of the streusel mixture. Carefully spread the remaining 1/2 of the cake batter over the streusel, and sprinkle with the remaining streusel.**Bake for 35 to 40 minutes or until a toothpick inserted comes out clean. Cool slightly, then drizzle with the powdered sugar icing.  Best if served warm.  Makes 12 to 16 servings.**To make the Icing:  In a small bowl, combine confectioners sugar with vanilla and butter flavoring. Add a few drops of water until you achieve drizzling consistency.**;15635
Grilled Chicken with Herbs Recipe ;214;https://images.media-allrecipes.com/userphotos/560x315/2315652.jpg;Robyn Webb;X;X;X;parsley,rosemary,thyme,sage,garlic,olive,vinegar,pepper,chicken;In a blender combine the parsley, rosemary, thyme, sage, garlic, oil, vinegar and salt and pepper to taste. Blend together. Place chicken in a nonporous glass dish or bowl and pour blended marinade over the chicken. Cover dish and refrigerate to marinate for at least 2 hours or up to 48 hours.**Preheat grill to medium high heat OR set oven to broil.**Remove chicken from dish (disposing of leftover marinade) and grill or broil for about 6 to 7 minutes per side, or until chicken is cooked through and no longer pink inside.**;15641
Rhubarb Crunch Recipe ;343;https://images.media-allrecipes.com/userphotos/560x315/4518764.jpg;Carol;15 m;40 m;55 m;rhubarb,white sugar,flour,brown sugar,oat,flour,butter;Preheat oven to 375 degrees F (190 degrees C). Lightly grease a 9x13 inch baking dish.**In a large mixing bowl combine rhubarb, white sugar, and 3 tablespoons flour. Stir well and spread evenly into baking dish. Set aside.**In a large mixing bowl combine brown sugar, oats, and 1 1/2 cups flour. Stir well then cut in butter or margarine until mixture is crumbly. Sprinkle mixture over rhubarb layer.**Bake in preheated oven for 40 minutes. Serve hot or cold.**;15643
Chicken Honey Nut Stir Fry Recipe ;168;https://images.media-allrecipes.com/userphotos/250x250/211464.jpg;Robyn Webb;10 m;10 m;20 m;peanut oil,celery,carrot,chicken,cornstarch,orange juice,soy sauce,honey,ginger,cashew,green onion;Heat 1 teaspoon of the oil in a wok over high heat. Add the carrots and celery and stir fry for 3 minutes. Add remaining 1 teaspoon oil, then add the chicken and stir fry for 5 more minutes.**In a small bowl, dissolve the cornstarch into the orange juice. Mix in the soy sauce, honey and ginger. Add this sauce to the wok and cook over medium heat until thickened. Top with the cashews and green onions.**;15646
Slow Cooker Adobo Chicken Recipe ;627;https://images.media-allrecipes.com/userphotos/560x315/1126855.jpg;ADRIENNELAPP;30 m;8 h;8 h 30 m;onion,garlic,low sodium,vinegar,chicken;Place chicken in a slow cooker. In a small bowl mix the onion, garlic, soy sauce, and vinegar, and pour over the chicken. Cook on Low for 6 to 8 hours.**;15650
Asian Beef with Snow Peas Recipe ;886;https://images.media-allrecipes.com/userphotos/560x315/4538031.jpg;MARBALET;5 m;10 m;15 m;soy sauce,rice,brown sugar,cornstarch,vegetable oil,ginger,garlic,steak,pea;'In a small bowl, combine the soy sauce, rice wine, brown sugar and cornstarch. Set aside.;15679
Dutch Apple Pie with Oatmeal Streusel Recipe ;483;https://images.media-allrecipes.com/userphotos/560x315/3089047.jpg;Ginny;X;X;X;pie,apple,flour,white sugar,cinnamon,nutmeg,spice,butter,flour,cinnamon,brown sugar,oat,lemon,butter;Preheat oven to 425 degrees F (220 degrees C). Fit pastry shell into pie pan and place in freezer.**To Make Apple Filling: Place apples in a large bowl. In a separate bowl combine 2 tablespoons flour, white sugar, 1/2 teaspoon cinnamon, nutmeg, and allspice. Mix well, then add to apples. Toss until apples are evenly coated.**Remove pie shell from freezer. Place apple mixture in pie shell and dot with 2 tablespoons butter or margarine. Lay a sheet of aluminum foil lightly on top of filling, but do not seal.**Bake in preheated oven for 10 minutes.**While filling is baking, make Streusel Topping: In a medium bowl combine 3/4 cup flour, 1/2 teaspoon cinnamon, brown sugar, oats, and lemon peel. Mix thoroughly, then cut in 1/2 cup butter or margarine until mixture is crumbly. Remove filling from oven and sprinkle streusel on top.**Reduce heat to 375 degrees F (190 degrees C). Bake an additional 30 to 35 minutes, until streusel is browned and apples are tender. Cover loosely with aluminum foil to prevent excess browning.**;15683
Oreo  Cookie Bark Recipe ;191;https://images.media-allrecipes.com/userphotos/560x315/507319.jpg;Kathy W.;X;X;X;chocolate,chocolate;'Line a 10x15 inch jellyroll pan with waxed paper. Coat paper with non-stick vegetable spray and set aside.**In a large mixing bowl, break half of the cookies into coarse pieces with fingers or the back of a wooden spoon.**In a microwave safe glass or ceramic mixing bowl, melt one package of the white chocolate according to package directions.  Remove from microwave and quickly fold in broken cookie pieces.  Pour mixture into prepared pan and spread to cover half the pan.**Repeat process with remaining chocolate and cookies, spreading mixture into the other half of pan.  Refrigerate until solid, about 1 hour.**Remove bark from the pan and carefully peel off waxed paper.  Place bark on a large cutting board and cut with a large chef''s knife.  Store in airtight container.**';15684
Cracker Candy Recipe ;164;https://images.media-allrecipes.com/userphotos/250x250/918853.jpg;Debbie;5 m;10 m;30 m;salt,butter,white sugar,chocolate,walnut;Preheat oven to 425 degrees F (220 degrees C).**Melt butter in a saucepan over medium heat. Stir in sugar, and bring to a low boil. Continue boiling, stirring constantly to prevent burning, approximately 3 minutes.**Arrange crackers on a cookie sheet in a single layer, and drizzle with sugar mixture. Bake at 425 degrees F (220 degrees C) for 5 minutes, or until edges begin to brown.**Remove from oven and spread chocolate chips evenly over the top as they melt. Sprinkle with nuts, gently pressing into the melted chocolate. Cool until chocolate has hardened, and break into pieces. Store in refrigerator until ready to serve. Allow to cool, and break into pieces. Refrigerate until ready to serve.**;15710
Mini Meatloaves Recipe ;1k;https://images.media-allrecipes.com/userphotos/560x315/5725906.jpg;Tonya Swope;15 m;45 m;1 h;egg,milk,cheddar,oat,salt,ground beef,ketchup,brown sugar,mustard;Preheat oven to 350 degrees F (175 degrees C).**In a large bowl, combine the egg, milk, cheese, oats and salt. Add the ground beef, mixing well, and form this mixture into eight miniature meatloaves. Place these in a lightly greased 9x13 inch baking dish.**In a separate small bowl, combine the ketchup, brown sugar and mustard. Stir thoroughly and spread over each meatloaf.**Bake, uncovered, at 350 degrees F (175 degrees C) for 45 minutes.**;15715
Luscious Chicken Pot Pie Recipe ;184;https://images.media-allrecipes.com/userphotos/250x250/337710.jpg;Michael;10 m;45 m;55 m;pastry,chicken,chicken,vegetable;Preheat oven to 365 degrees F (185 degrees C). Fit bottom pastry into a 10 inch pie plate.**In a large bowl, combine chicken, soup, and vegetables. Mix well and pour into crust. Cover with top pastry. Seal edges and cut steam vents in top.**Bake in preheated oven for 45 minutes, until crust is golden brown.**;15725
Fresh Applesauce Recipe ;107;https://images.media-allrecipes.com/userphotos/560x315/431603.jpg;Rachel;15 m;30 m;45 m;apple,water,white sugar,lemon juice;Place apples in a large saucepan and just barely cover with water. Simmer over medium-low heat until apples are tender, 15 to 20 minutes.**Run cooked apples through a food mill or blender. Stir in the sugar and lemon juice. Cook over medium heat for about 3 to 5 minutes.**;15733
Fruited Curry Chicken Salad Recipe ;445;https://images.media-allrecipes.com/userphotos/560x315/3208974.jpg;Karen L. Baker;X;X;X;chicken,celery,onion,apple,raisin,grape,pecan,black pepper,curry,mayonnaise;In a large salad bowl combine the chicken, celery, onion, apple, raisins, grapes, pecans, pepper, curry powder and mayonnaise. Mix all together, tossing to coat. Salad is ready to serve!**;15735
Honey Crunch Pecan Pie Recipe ;227;https://images.media-allrecipes.com/userphotos/560x315/4206991.jpg;Sarah Spaugh;30 m;1 h;2 h 50 m;flour,salt,shortening,water,vinegar,egg,brown sugar,white sugar,salt,corn syrup,butter,vanilla,pecan,bourbon,brown sugar,butter,honey,pecan;Preheat oven to 350 degrees F (175 degrees C).**To Make Crust: In a medium bowl, mix together flour and 1 teaspoon salt. Cut in shortening until mixture is crumbly. Gradually add water and vinegar. Cut together until mixture will hold together. Press dough into a ball and flour each side lightly. Wrap in plastic and chill for 20 minutes. Roll out between wax paper into a circle 1/8 inch thick and press into 9 inch pie pan.**To Make Filling: In a large bowl, combine eggs, 1/4 cup brown sugar, white sugar, 1/2 teaspoon salt, corn syrup, melted butter, vanilla extract, and chopped pecans. Add bourbon if desired. Mix well. Spoon mixture into unbaked pie shell.**Bake in preheated oven for 15 minutes. Remove and cover edges of pastry with aluminum foil. Return to oven for 20 minutes.**To Make Topping: Combine 1/3 cup brown sugar, butter or margarine, and honey in a medium saucepan. Cook over low heat, stirring occasionally, until sugar dissolves - about 2 minutes. Add pecans. Stir just until coated. Spoon topping evenly over pie.**Keep foil on edges of pastry and return pie to oven for an additional 10 to 20 minutes, until topping is bubbly and golden brown. Cool to room temperature before serving.**;15739
Best Ever Banana Bread Recipe ;1k;https://images.media-allrecipes.com/userphotos/560x315/713311.jpg;Rose;X;X;X;egg,buttermilk,vegetable oil,banana,white sugar,flour,baking soda,salt,pecan;Preheat oven to 325 degrees F (165 degrees C). Spray one 9x5 inch loaf pan with non-stick spray coating.**Blend together the eggs, buttermilk, oil and bananas.**Sift together the sugar, flour, baking soda and salt. Add to banana mixture and stir in pecans. Mix well.**Pour into prepared loaf pan and bake 1 hour and 20 minutes or until a cake tester inserted in the center comes out clean.**;15747
Chocolate Cream Pie II Recipe ;505;https://images.media-allrecipes.com/userphotos/560x315/999684.jpg;Cecil;X;X;X;bake,egg,white sugar,cornstarch,cocoa powder,salt,milk,butter,vanilla,topping thawed;'In a large mixing bowl, cream together egg yolks and sugar. Mix in cornstarch, cocoa powder, and salt. Add milk and stir gently.;15756
Hashbrown Casserole Recipe ;316;https://images.media-allrecipes.com/userphotos/560x315/1820984.jpg;Louise;15 m;45 m;1 h;chicken,sour cream,butter,onion,black pepper,potato,cheddar,cereal;Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.**In a large bowl, mix together the soup, sour cream, butter, dried onion flakes, and pepper. Stir in the hash browns and 1/2 the cheese. Pour into the prepared baking dish, sprinkle with remaining cheese, and top with crushed cornflakes.**Bake 45 minutes in the preheated oven, or until cheese is melted and bubbly.**;15784
Key Lime Pie VIII Recipe ;236;https://images.media-allrecipes.com/userphotos/560x315/815799.jpg;Charlotte Pierce;20 m;X;2 h 20 m;bake,lime,lime juice,milk,vanilla,topping thawed;In a large bowl, mix together lime rind, lime juice, and condensed milk. Whisk in pudding mix and allow to set up 5 minutes. Fold in 8 ounce tub of whipped topping. Pour mixture into pastry shell. Chill at least 2 hours before serving. Garnish with additional whipped topping if desired.**;15787
